,date,open,close,high,low,volume,code
44,2007-05-10,29.032,28.467,29.138,28.388,85844.59,601318
45,2007-05-11,28.035,27.73,28.211,26.997,160592.98,601318
46,2007-05-14,27.284,28.26,29.443,26.489,171743.88,601318
47,2007-05-15,28.432,27.165,28.472,27.129,111533.98,601318
48,2007-05-16,27.152,27.518,27.805,26.798,98841.5,601318
49,2007-05-17,27.518,27.748,28.158,27.372,84327.98,601318
50,2007-05-18,27.589,27.461,27.743,26.935,111772.95,601318
51,2007-05-21,26.891,28.017,28.516,26.843,168888.72,601318
52,2007-05-22,28.035,28.255,28.979,28.017,124376.7,601318
53,2007-05-23,28.313,28.348,28.697,28.079,76320.81,601318
54,2007-05-24,28.255,27.558,28.697,27.107,114201.75,601318
55,2007-05-25,27.363,27.337,27.884,27.2,85754.5,601318
56,2007-05-28,27.408,28.467,28.52,27.377,158345.01,601318
57,2007-05-29,28.476,28.688,28.917,28.344,97017.95,601318
58,2007-05-30,27.063,26.035,28.423,25.831,203316.5,601318
59,2007-05-31,26.489,26.904,27.593,25.849,142413.13,601318
60,2007-06-01,26.529,26.732,27.593,26.304,384486.59,601318
61,2007-06-04,26.732,25.169,26.94,24.635,219698.18,601318
62,2007-06-05,24.988,25.16,25.871,23.787,201583.74,601318
63,2007-06-06,25.275,25.474,26.083,24.949,144222.52,601318
64,2007-06-08,26.273,26.127,26.556,25.487,167923.94,601318
65,2007-06-11,26.057,27.606,27.801,26.057,183390.17,601318
66,2007-06-12,27.725,28.432,28.82,27.673,193908.32,601318
67,2007-06-13,28.476,28.11,28.953,27.801,151368.74,601318
68,2007-06-14,28.388,28.445,29.182,28.079,115152.21,601318
69,2007-06-15,28.432,28.865,29.081,28.282,93825.19,601318
70,2007-06-18,29.469,31.752,31.752,29.368,205301.73,601318
71,2007-06-19,31.787,31.421,32.582,31.125,144186.95,601318
72,2007-06-20,31.346,31.196,32.626,31.16,134554.49,601318
73,2007-06-21,31.125,32.63,34.211,31.125,198228.55,601318
74,2007-06-22,32.671,33.118,33.893,32.326,140628.57,601318
75,2007-06-25,33.433,32.884,34.34,32.224,186735.79,601318
76,2007-06-26,32.237,32.41,32.848,31.706,166576.1,601318
77,2007-06-27,32.423,33.734,34.185,32.423,108954.47,601318
78,2007-06-28,33.8,32.37,33.871,32.334,88164.45,601318
79,2007-06-29,31.661,31.666,32.326,31.529,93936.47,601318
80,2007-07-02,31.44,30.855,31.706,30.289,70236.72,601318
81,2007-07-03,30.913,31.83,32.126,30.913,45929.13,601318
82,2007-07-04,31.706,31.13,32.104,30.997,45024.26,601318
83,2007-07-05,30.997,31.055,32.326,30.696,66118.7,601318
84,2007-07-06,31.006,32.246,32.259,30.931,66052.93,601318
85,2007-07-09,32.538,33.366,33.645,32.272,56814.63,601318
86,2007-07-10,33.645,34.239,34.628,33.388,86853.04,601318
87,2007-07-11,34.172,34.066,34.172,33.388,33665.64,601318
88,2007-07-12,34.123,35.381,36.019,33.69,67414.16,601318
89,2007-07-13,35.602,35.213,36.169,34.761,44066.91,601318
90,2007-07-16,35.341,36.395,37.493,35.341,98339.13,601318
91,2007-07-17,36.4,36.298,36.4,34.774,132322.22,601318
92,2007-07-18,35.868,36.178,37.378,35.656,107608.52,601318
93,2007-07-19,36.041,34.983,36.041,34.854,111135.09,601318
94,2007-07-20,35.337,37.272,37.883,35.248,126833.96,601318
95,2007-07-23,37.329,36.957,37.511,36.16,257001.64,601318
96,2007-07-24,37.064,36.541,37.197,36.023,235980.05,601318
97,2007-07-25,36.541,36.408,36.541,35.381,212895.44,601318
98,2007-07-26,36.479,35.877,36.577,35.514,150663.89,601318
99,2007-07-27,35.625,35.47,36.045,34.983,130134.75,601318
100,2007-07-30,35.478,36.014,36.249,35.474,143462.82,601318
101,2007-07-31,36.014,36.975,37.09,35.248,171732.23,601318
102,2007-08-01,37.507,35.483,37.507,35.416,165011.98,601318
103,2007-08-02,36.045,36.231,36.842,35.47,112760.59,601318
104,2007-08-03,36.355,39.318,39.849,36.355,256936.79,601318
105,2007-08-06,39.411,39.969,40.783,38.525,191168.77,601318
106,2007-08-07,39.942,39.269,40.252,39.056,124329.88,601318
107,2007-08-08,38.946,39.145,39.8,38.525,98063.32,601318
108,2007-08-09,39.411,42.045,42.962,39.269,175415.89,601318
109,2007-08-10,41.403,42.24,43.392,40.761,122910.99,601318
110,2007-08-13,42.156,41.837,43.113,41.093,110833.48,601318
111,2007-08-14,41.851,43.387,43.533,41.846,100951.64,601318
112,2007-08-15,43.387,43.392,44.056,42.112,90172.51,601318
113,2007-08-16,42.949,41.253,43.383,40.522,159425.53,601318
114,2007-08-17,42.51,39.486,42.51,39.3,169571.32,601318
115,2007-08-20,40.872,40.974,41.709,40.385,123339.6,601318
116,2007-08-21,40.969,41.116,41.758,40.73,115804.64,601318
117,2007-08-22,40.739,41.12,41.78,40.438,108622.05,601318
118,2007-08-23,41.288,41.341,41.78,40.606,121525.0,601318
119,2007-08-24,41.625,43.263,43.989,41.625,118407.7,601318
120,2007-08-27,43.706,43.958,45.017,43.706,150392.63,601318
121,2007-08-28,43.941,45.805,46.974,43.263,167160.55,601318
122,2007-08-29,44.636,43.892,45.61,43.839,109482.55,601318
123,2007-08-30,44.304,44.68,45.123,43.927,96898.35,601318
124,2007-08-31,44.671,45.212,45.743,44.198,79969.89,601318
125,2007-09-03,45.502,45.733,46.886,45.493,83997.94,601318
126,2007-09-05,43.971,43.532,44.992,42.951,61234.32,601318
127,2007-09-06,43.705,44.362,44.597,43.27,102554.73,601318
128,2007-09-07,44.104,42.946,44.814,42.888,116613.37,601318
129,2007-09-10,42.591,43.474,43.749,42.156,79457.94,601318
130,2007-09-11,43.084,42.715,44.77,42.374,117334.59,601318
131,2007-09-12,43.039,44.477,44.548,43.039,106949.81,601318
132,2007-09-13,45.205,45.848,46.411,44.858,109230.51,601318
133,2007-09-14,46.056,46.664,46.855,45.524,93198.36,601318
134,2007-09-17,46.722,47.68,48.763,46.722,134378.87,601318
135,2007-09-18,47.698,46.509,47.956,46.225,65949.05,601318
136,2007-09-19,47.388,50.125,50.618,47.334,184995.38,601318
137,2007-09-20,49.739,52.464,54.127,49.699,118623.11,601318
138,2007-09-21,52.259,53.032,53.684,51.851,66459.25,601318
139,2007-09-24,52.601,54.101,54.966,51.913,75058.68,601318
140,2007-09-25,55.019,57.437,59.368,55.01,97031.88,601318
141,2007-09-26,57.69,55.889,59.625,55.463,77131.56,601318
142,2007-09-27,55.951,58.347,58.48,53.324,57290.17,601318
143,2007-09-28,60.566,59.878,60.787,59.013,71186.44,601318
144,2007-10-08,60.787,62.735,64.683,60.078,91145.69,601318
145,2007-10-09,62.562,63.876,64.559,61.675,65847.12,601318
146,2007-10-10,64.16,62.562,64.506,62.163,80836.0,601318
147,2007-10-11,62.562,63.951,64.692,61.231,96470.4,601318
148,2007-10-12,63.982,62.438,63.982,60.566,100592.27,601318
149,2007-10-15,62.163,61.231,62.873,60.566,107186.77,601318
150,2007-10-16,61.231,60.787,62.735,60.566,75411.06,601318
151,2007-10-17,60.787,60.552,61.808,60.335,60616.67,601318
152,2007-10-18,61.675,60.45,62.828,59.9,79096.9,601318
153,2007-10-19,61.586,59.856,61.63,59.013,66503.84,601318
154,2007-10-22,58.791,61.644,61.848,58.347,88047.16,601318
155,2007-10-23,61.639,62.873,62.886,61.231,76849.5,601318
156,2007-10-24,63.467,64.333,66.236,63.006,91523.94,601318
157,2007-10-25,64.337,62.119,66.112,61.231,94618.97,601318
158,2007-10-26,60.787,62.292,63.228,60.787,46382.44,601318
159,2007-10-29,61.897,62.376,64.337,60.81,91252.45,601318
160,2007-10-30,62.385,62.629,63.401,61.187,61624.83,601318
161,2007-10-31,63.538,62.056,64.16,61.897,70453.29,601318
162,2007-11-01,62.518,60.783,62.917,60.637,76587.59,601318
163,2007-11-02,60.122,58.431,60.566,58.258,95075.94,601318
164,2007-11-05,57.948,56.337,58.848,55.685,87901.88,601318
165,2007-11-06,56.342,56.257,57.185,55.467,48925.68,601318
166,2007-11-07,56.794,55.002,57.016,53.369,61892.87,601318
167,2007-11-08,55.019,52.437,55.019,52.206,89238.84,601318
168,2007-11-09,52.268,52.716,53.697,52.091,83577.68,601318
169,2007-11-12,51.47,52.007,53.244,50.582,70261.21,601318
170,2007-11-13,52.934,51.106,54.088,49.85,89967.42,601318
171,2007-11-14,52.623,55.028,55.081,51.474,104406.27,601318
172,2007-11-15,54.132,54.899,56.652,54.079,85787.58,601318
173,2007-11-16,54.132,54.141,55.454,53.067,54094.34,601318
174,2007-11-19,54.132,52.437,54.487,52.082,49108.02,601318
175,2007-11-20,51.913,52.499,52.787,50.529,74698.21,601318
176,2007-11-21,52.49,51.43,52.965,51.381,29716.48,601318
177,2007-11-22,50.139,47.428,50.804,46.589,84586.91,601318
178,2007-11-23,46.589,48.182,48.355,46.567,55368.87,601318
179,2007-11-26,49.34,47.006,49.699,46.669,40592.94,601318
180,2007-11-27,46.882,44.805,47.254,44.725,66725.69,601318
181,2007-11-28,44.881,45.413,46.278,44.774,49848.23,601318
182,2007-11-29,46.345,48.799,48.985,45.879,99393.56,601318
183,2007-11-30,48.807,48.244,49.247,47.521,65984.87,601318
184,2007-12-03,48.319,50.369,50.405,47.698,64820.14,601318
185,2007-12-04,50.183,51.838,53.333,50.139,78710.56,601318
186,2007-12-05,51.692,52.827,53.302,51.558,43168.8,601318
187,2007-12-06,52.854,52.779,53.244,52.357,45189.43,601318
188,2007-12-07,52.357,53.222,54.212,52.357,25435.27,601318
189,2007-12-10,52.446,53.693,53.866,51.958,66689.44,601318
190,2007-12-11,53.71,52.073,53.866,50.804,104340.55,601318
191,2007-12-12,51.47,49.3,51.47,49.176,174867.36,601318
192,2007-12-13,48.705,47.49,49.917,47.41,84123.11,601318
193,2007-12-14,47.033,48.133,48.399,46.518,94043.82,601318
194,2007-12-17,48.093,44.89,48.098,44.858,144679.28,601318
195,2007-12-18,44.282,45.236,46.11,44.149,86369.22,601318
196,2007-12-19,46.123,46.292,46.829,45.258,48021.75,601318
197,2007-12-20,46.655,46.758,47.241,45.693,54012.28,601318
198,2007-12-21,46.766,48.009,48.763,46.766,68975.17,601318
199,2007-12-24,48.719,49.131,49.828,47.796,107054.92,601318
200,2007-12-25,49.198,47.796,49.256,47.166,113442.02,601318
201,2007-12-26,47.782,46.851,48.142,45.715,129516.66,601318
202,2007-12-27,46.851,48.027,48.142,45.24,183976.76,601318
203,2007-12-28,47.893,47.077,47.916,46.5,145602.68,601318
204,2008-01-02,46.944,45.697,46.944,45.577,200760.01,601318
205,2008-01-03,45.511,45.182,45.568,44.095,379968.67,601318
206,2008-01-04,45.094,46.243,46.363,44.37,180837.53,601318
207,2008-01-07,45.923,45.431,45.923,44.388,224284.1,601318
208,2008-01-08,45.613,47.073,47.627,45.613,324606.03,601318
209,2008-01-09,46.811,47.126,47.521,46.5,154007.34,601318
210,2008-01-10,47.254,47.512,47.698,46.003,239537.43,601318
211,2008-01-11,47.707,48.67,49.056,47.707,270258.19,601318
212,2008-01-14,49.047,48.559,50.094,48.364,154510.57,601318
213,2008-01-15,48.586,46.607,48.754,46.145,332476.54,601318
214,2008-01-16,45.702,44.685,45.914,44.437,271646.84,601318
215,2008-01-17,44.37,44.184,45.036,42.951,223156.08,601318
216,2008-01-18,44.171,43.576,44.362,42.902,214061.19,601318
217,2008-01-21,43.576,39.219,43.576,39.219,332012.0,601318
218,2008-01-22,37.271,35.297,37.271,35.297,328947.93,601318
219,2008-01-23,34.613,35.705,36.384,33.961,345617.88,601318
220,2008-01-24,36.388,35.465,36.472,34.076,238230.61,601318
221,2008-01-25,35.31,35.758,36.339,34.565,256725.86,601318
222,2008-01-28,35.053,32.182,35.274,32.182,239765.74,601318
223,2008-01-29,33.278,32.16,33.686,31.481,150831.01,601318
224,2008-01-30,32.83,31.547,33.225,30.607,218955.0,601318
225,2008-01-31,31.401,31.862,32.413,31.148,104764.75,601318
226,2008-02-01,32.12,32.83,33.167,31.645,213846.45,601318
227,2008-02-04,33.699,35.124,35.416,33.677,255250.05,601318
228,2008-02-05,34.999,34.36,35.004,33.988,121342.83,601318
229,2008-02-13,32.834,31.911,33.056,31.725,143035.97,601318
230,2008-02-14,32.302,33.012,33.189,32.142,106291.1,601318
231,2008-02-15,32.612,33.704,33.722,32.302,104584.65,601318
232,2008-02-18,34.099,34.387,34.653,33.846,111788.98,601318
233,2008-02-19,34.338,34.112,34.338,33.056,152563.96,601318
234,2008-02-20,34.054,33.029,34.054,32.825,106712.96,601318
235,2008-02-21,32.812,32.177,32.812,31.485,128895.4,601318
236,2008-02-22,31.57,30.802,31.747,30.616,123990.91,601318
237,2008-02-25,30.86,29.009,31.188,28.845,123151.35,601318
238,2008-02-26,30.793,30.19,31.117,29.284,168604.49,601318
239,2008-02-27,30.549,31.867,32.169,30.172,199465.98,601318
240,2008-02-28,31.503,31.059,31.783,30.922,112574.34,601318
241,2008-02-29,31.064,31.592,32.169,30.775,123558.65,601318
242,2008-03-03,31.326,31.108,31.831,30.159,317560.42,601318
243,2008-03-04,31.055,29.773,31.108,29.724,274004.33,601318
244,2008-03-06,31.05,32.115,32.75,29.906,592802.2,601318
245,2008-03-07,31.237,30.021,31.237,29.373,574224.11,601318
246,2008-03-10,29.577,28.619,29.639,28.512,270468.9,601318
247,2008-03-11,28.433,28.331,28.77,27.727,209385.76,601318
248,2008-03-12,29.364,28.313,29.493,27.82,274029.34,601318
249,2008-03-13,28.175,28.126,28.197,27.443,244558.62,601318
250,2008-03-14,28.073,27.976,28.171,27.221,201078.88,601318
251,2008-03-17,27.51,26.542,27.554,26.4,228938.67,601318
252,2008-03-18,26.525,25.029,26.955,24.572,300225.82,601318
253,2008-03-19,25.85,25.265,25.85,24.759,540636.07,601318
254,2008-03-20,23.073,24.825,25.469,22.74,421131.78,601318
255,2008-03-21,25.025,24.874,25.686,24.395,334576.87,601318
256,2008-03-24,25.038,22.434,25.136,22.385,510761.58,601318
257,2008-03-25,21.742,22.664,23.383,21.431,508546.17,601318
258,2008-03-26,22.766,23.157,23.738,22.407,398387.2,601318
259,2008-03-27,22.354,21.737,22.984,21.648,272417.62,601318
260,2008-03-28,21.928,23.578,23.725,21.604,674079.97,601318
261,2008-03-31,22.842,23.476,24.08,22.673,446562.63,601318
262,2008-04-01,23.294,23.672,24.049,22.678,426326.94,601318
263,2008-04-02,24.293,25.225,26.037,24.004,813213.68,601318
264,2008-04-03,24.67,26.196,26.267,24.492,396089.42,601318
265,2008-04-07,26.573,27.598,27.865,26.196,524241.65,601318
266,2008-04-08,27.368,27.266,27.643,26.516,371506.84,601318
267,2008-04-09,26.622,25.344,26.933,25.242,301896.99,601318
268,2008-04-10,25.167,25.903,25.948,24.439,253040.16,601318
269,2008-04-11,26.179,26.068,26.534,25.549,163652.64,601318
270,2008-04-14,25.242,24.355,25.415,24.049,391067.64,601318
271,2008-04-15,24.324,24.83,25.114,22.984,270677.14,601318
272,2008-04-16,24.537,24.111,24.976,24.049,120519.39,601318
273,2008-04-17,24.182,24.985,25.46,24.182,371270.83,601318
274,2008-04-18,24.404,24.515,25.291,24.062,362445.19,601318
275,2008-04-21,26.928,25.291,26.928,24.67,579710.36,601318
276,2008-04-22,24.87,25.793,25.957,23.925,240229.29,601318
277,2008-04-23,25.646,26.937,27.066,25.296,438692.46,601318
278,2008-04-24,29.506,29.631,29.631,28.823,954565.58,601318
279,2008-04-25,29.728,29.737,30.966,29.506,754353.87,601318
280,2008-04-28,28.619,28.708,29.284,28.362,307200.9,601318
281,2008-04-29,28.486,28.863,29.076,28.375,218923.86,601318
282,2008-04-30,29.728,30.616,30.966,29.44,628620.74,601318
283,2008-05-05,31.059,30.443,31.281,30.039,357413.92,601318
284,2008-05-06,30.172,29.963,30.305,29.728,214954.5,601318
285,2008-05-07,29.963,27.545,30.172,27.492,569764.12,601318
286,2008-05-08,27.239,27.811,28.073,26.849,284007.29,601318
287,2008-05-09,29.196,28.433,29.577,27.882,400655.85,601318
288,2008-05-12,27.554,27.874,28.53,27.013,222295.43,601318
289,2008-05-14,26.778,27.909,27.936,26.778,411343.63,601318
290,2008-05-15,28.082,27.377,28.397,27.288,197671.84,601318
291,2008-05-16,27.51,27.306,28.042,26.924,140192.37,601318
292,2008-05-19,27.323,26.72,27.439,26.312,139247.11,601318
293,2008-05-20,26.72,25.309,27.199,25.247,203398.58,601318
294,2008-05-21,25.282,25.722,25.744,24.563,218184.41,601318
295,2008-05-22,25.42,24.839,25.42,24.737,129708.85,601318
296,2008-05-23,24.984,24.979,25.512,24.746,95297.78,601318
297,2008-05-26,24.625,23.676,24.625,23.64,175875.52,601318
298,2008-05-27,23.734,24.196,24.222,23.336,133672.17,601318
299,2008-05-28,24.312,24.984,25.369,23.976,187574.04,601318
300,2008-05-29,24.939,24.137,25.028,24.11,109081.43,601318
301,2008-05-30,24.406,25.207,25.248,24.402,207212.92,601318
302,2008-06-02,25.028,25.472,25.749,24.634,158336.21,601318
303,2008-06-03,25.275,24.943,25.584,24.804,115573.03,601318
304,2008-06-04,24.831,24.316,25.064,24.115,126088.31,601318
305,2008-06-05,24.182,24.41,24.661,24.128,75527.29,601318
306,2008-06-06,24.558,24.428,24.93,24.187,75632.97,601318
307,2008-06-10,23.058,22.445,23.493,22.163,242541.66,601318
308,2008-06-11,22.32,22.561,22.902,22.167,134014.1,601318
309,2008-06-12,22.387,22.114,22.454,21.63,164090.32,601318
310,2008-06-13,22.118,21.961,22.476,21.849,95476.25,601318
311,2008-06-16,22.064,22.36,22.485,21.652,177529.79,601318
312,2008-06-17,22.378,21.997,22.517,21.76,122202.9,601318
313,2008-06-18,21.885,22.866,23.058,21.267,312785.46,601318
314,2008-06-19,22.646,21.442,22.655,21.312,203157.12,601318
315,2008-06-20,21.469,22.548,23.327,21.061,358139.3,601318
316,2008-06-23,22.073,21.796,22.436,21.715,137208.36,601318
317,2008-06-24,21.849,22.239,22.602,21.76,197405.77,601318
318,2008-06-25,22.239,22.825,23.058,22.078,196437.79,601318
319,2008-06-26,22.825,23.139,23.372,22.745,193983.38,601318
320,2008-06-27,22.006,21.957,22.476,21.917,202573.9,601318
321,2008-06-30,21.961,22.055,22.409,21.832,159934.81,601318
322,2008-07-01,22.163,21.411,22.181,21.223,205411.0,601318
323,2008-07-02,21.223,19.27,21.581,19.27,458716.42,601318
324,2008-07-03,18.348,18.156,18.935,17.354,1095371.65,601318
325,2008-07-04,17.82,17.985,18.133,17.618,296279.48,601318
326,2008-07-07,17.909,18.791,18.988,17.905,343102.44,601318
327,2008-07-08,18.791,18.053,19.168,17.82,493228.22,601318
328,2008-07-09,18.433,19.602,19.615,18.357,642236.5,601318
329,2008-07-10,19.118,19.27,19.844,19.033,512292.4,601318
330,2008-07-11,19.19,19.324,19.432,18.738,275097.6,601318
331,2008-07-14,19.051,19.342,19.633,19.029,187203.36,601318
332,2008-07-15,19.351,18.182,19.409,18.133,301405.14,601318
333,2008-07-16,17.909,17.641,17.909,17.408,199447.94,601318
334,2008-07-18,17.932,18.388,18.451,17.462,281517.44,601318
335,2008-07-21,18.133,19.217,19.342,18.048,364586.07,601318
336,2008-07-22,19.118,19.253,19.427,19.011,240277.89,601318
337,2008-07-23,19.387,19.642,20.014,19.378,381094.47,601318
338,2008-07-24,19.969,21.035,21.267,19.969,507272.04,601318
339,2008-07-25,20.555,20.569,20.793,20.148,296010.41,601318
340,2008-07-28,20.618,20.108,21.088,19.924,308276.29,601318
341,2008-07-29,19.656,19.714,19.826,19.441,167795.03,601318
342,2008-07-30,20.193,19.691,20.247,19.512,119114.84,601318
343,2008-07-31,19.835,19.239,19.857,19.208,132378.86,601318
344,2008-08-01,19.114,20.058,20.269,18.993,185083.21,601318
345,2008-08-04,19.696,19.66,20.26,19.611,112308.19,601318
346,2008-08-05,19.7,19.785,20.211,19.611,212780.25,601318
347,2008-08-06,20.018,20.488,20.676,19.924,224187.13,601318
348,2008-08-07,20.461,20.412,20.614,20.103,167055.08,601318
349,2008-08-08,20.264,19.32,20.412,19.253,175456.63,601318
350,2008-08-11,19.288,18.662,19.606,18.447,180577.04,601318
351,2008-08-12,18.59,18.809,19.029,18.541,117655.54,601318
352,2008-08-13,18.581,18.339,18.76,18.133,132485.33,601318
353,2008-08-14,18.281,18.393,18.751,18.138,86122.22,601318
354,2008-08-15,18.402,18.729,19.011,18.263,80595.1,601318
355,2008-08-18,18.769,17.914,18.8,17.909,152816.27,601318
356,2008-08-19,17.856,18.379,18.465,17.686,117178.3,601318
357,2008-08-20,18.218,20.13,20.215,18.133,293755.09,601318
358,2008-08-21,19.7,19.306,20.014,19.293,178849.8,601318
359,2008-08-22,18.939,19.19,19.463,18.832,91763.59,601318
360,2008-08-25,19.253,19.463,19.969,18.859,119314.24,601318
361,2008-08-26,19.253,19.673,19.772,19.078,118850.68,601318
362,2008-08-27,19.745,20.027,20.354,19.656,251115.36,601318
363,2008-08-28,20.215,20.421,20.923,20.215,203657.58,601318
364,2008-08-29,20.497,20.564,20.9,20.497,192002.1,601318
365,2008-09-01,20.372,19.964,20.376,19.651,140840.69,601318
366,2008-09-02,19.924,19.866,20.206,19.691,104075.86,601318
367,2008-09-03,20.027,19.606,20.17,19.253,120808.34,601318
368,2008-09-04,19.369,19.257,19.606,18.805,121915.81,601318
369,2008-09-05,18.715,18.706,18.917,18.536,122637.16,601318
370,2008-09-08,18.885,19.181,19.297,18.59,190254.5,601318
371,2008-09-09,19.253,19.127,19.297,18.921,112911.56,601318
372,2008-09-10,18.894,18.894,19.476,18.671,124751.41,601318
373,2008-09-11,18.76,17.641,19.029,17.609,167735.39,601318
374,2008-09-12,17.784,18.035,18.326,17.708,146856.9,601318
375,2008-09-16,17.35,16.508,17.35,16.23,317635.2,601318
376,2008-09-17,16.342,15.026,16.624,14.856,326249.74,601318
377,2008-09-18,13.96,13.728,14.73,13.522,466526.25,601318
378,2008-09-19,15.102,15.102,15.102,14.896,210605.49,601318
379,2008-09-22,16.611,16.611,16.611,16.007,713773.55,601318
380,2008-09-23,16.118,15.944,16.512,15.93,509624.78,601318
381,2008-09-24,15.666,15.868,15.895,15.272,322493.43,601318
382,2008-09-25,15.935,16.235,17.453,15.868,799798.43,601318
383,2008-09-26,15.984,14.896,16.101,14.61,1434172.07,601318
384,2008-10-06,15.271,15.046,15.434,14.776,828835.8,601318
385,2008-10-07,13.978,14.388,14.866,13.947,386758.02,601318
386,2008-10-08,13.83,13.064,14.109,12.983,516711.39,601318
387,2008-10-09,13.222,13.087,13.447,12.343,485971.95,601318
388,2008-10-10,12.343,12.505,12.812,12.271,405175.47,601318
389,2008-10-13,12.609,13.487,13.537,12.168,629485.08,601318
390,2008-10-14,14.375,13.294,14.384,13.253,691819.78,601318
391,2008-10-15,12.623,12.915,13.082,12.55,329401.58,601318
392,2008-10-16,12.208,11.848,12.28,11.717,348701.12,601318
393,2008-10-17,12.073,11.812,12.118,11.713,202842.07,601318
394,2008-10-20,11.659,12.055,12.163,11.149,470914.15,601318
395,2008-10-21,12.055,11.717,12.118,11.681,488553.42,601318
396,2008-10-22,11.397,11.271,11.613,11.217,349534.93,601318
397,2008-10-23,10.812,10.857,11.037,10.631,501258.08,601318
398,2008-10-24,10.866,10.185,10.942,10.163,636985.96,601318
399,2008-10-27,9.839,9.402,9.843,9.235,717096.1,601318
400,2008-10-28,9.361,9.361,9.649,8.965,1150363.84,601318
401,2008-10-29,9.55,9.582,10.082,9.433,1107373.17,601318
402,2008-10-30,9.411,10.541,10.541,9.113,1141256.11,601318
403,2008-10-31,10.248,10.235,10.604,10.136,678541.21,601318
404,2008-11-03,10.217,10.676,11.059,10.181,587606.94,601318
405,2008-11-04,10.541,10.708,10.857,10.294,441623.91,601318
406,2008-11-05,10.812,11.397,11.78,10.812,671940.86,601318
407,2008-11-06,10.911,10.816,11.213,10.794,431396.33,601318
408,2008-11-07,10.501,11.33,11.478,10.474,434256.71,601318
409,2008-11-10,11.803,11.924,12.208,11.483,695597.89,601318
410,2008-11-11,11.622,11.636,11.888,11.492,471317.08,601318
411,2008-11-12,11.474,11.505,11.879,11.217,438804.21,601318
412,2008-11-13,11.208,11.699,12.028,10.848,811084.77,601318
413,2008-11-14,12.005,11.978,12.163,11.726,749541.68,601318
414,2008-11-17,11.893,12.249,12.316,11.762,603542.43,601318
415,2008-11-18,12.073,11.023,12.379,11.023,669180.6,601318
416,2008-11-19,10.911,11.532,11.695,10.37,847555.02,601318
417,2008-11-20,10.992,10.87,11.33,10.758,760420.78,601318
418,2008-11-21,10.42,11.019,11.307,10.307,694695.34,601318
419,2008-11-24,10.924,10.474,10.974,10.46,368354.61,601318
420,2008-11-25,10.785,10.573,10.812,10.451,266098.01,601318
421,2008-11-26,10.442,10.663,10.812,10.442,191141.82,601318
422,2008-11-27,11.316,10.767,11.514,10.731,625070.17,601318
423,2008-11-28,10.631,10.131,10.744,10.082,472365.76,601318
424,2008-12-01,10.122,10.167,10.244,9.735,343705.54,601318
425,2008-12-02,9.775,10.158,10.42,9.762,315704.6,601318
426,2008-12-03,10.298,10.789,10.821,10.28,469585.7,601318
427,2008-12-04,11.082,11.6,11.87,11.082,1195267.23,601318
428,2008-12-05,11.555,11.83,11.965,11.505,621197.31,601318
429,2008-12-08,12.127,12.384,12.447,11.965,869063.85,601318
430,2008-12-09,12.343,12.019,12.478,11.924,558399.39,601318
431,2008-12-10,11.893,12.537,12.686,11.785,556390.23,601318
432,2008-12-11,12.393,12.456,12.902,12.298,537850.48,601318
433,2008-12-12,12.312,11.686,12.456,11.487,466841.67,601318
434,2008-12-15,11.983,12.154,12.546,11.915,481639.61,601318
435,2008-12-16,11.942,12.298,12.307,11.713,272138.9,601318
436,2008-12-17,12.496,12.42,12.861,12.388,484226.39,601318
437,2008-12-18,12.424,13.316,13.348,12.177,598699.31,601318
438,2008-12-19,13.064,13.668,14.1,13.019,644904.85,601318
439,2008-12-22,13.551,12.942,13.722,12.794,443510.21,601318
440,2008-12-23,12.929,12.168,12.929,12.163,409801.45,601318
441,2008-12-24,12.073,12.213,12.406,12.028,293094.55,601318
442,2008-12-25,12.163,12.032,12.285,11.762,246613.08,601318
443,2008-12-26,11.897,12.077,12.393,11.803,198413.68,601318
444,2008-12-29,11.938,11.924,12.127,11.668,213538.65,601318
445,2008-12-30,11.924,11.812,12.132,11.731,153046.13,601318
446,2008-12-31,11.861,11.978,12.289,11.812,187663.01,601318
447,2009-01-05,12.568,12.996,13.05,12.433,351053.5,601318
448,2009-01-06,12.929,13.451,13.681,12.897,451975.71,601318
449,2009-01-07,13.411,13.456,13.609,13.222,306279.49,601318
450,2009-01-08,12.974,12.767,13.087,12.636,329273.23,601318
451,2009-01-09,12.726,12.798,13.132,12.726,235815.68,601318
452,2009-01-12,12.704,12.573,12.929,12.523,323459.02,601318
453,2009-01-13,12.343,12.433,12.767,12.298,189568.62,601318
454,2009-01-14,12.605,13.447,13.465,12.532,419314.24,601318
455,2009-01-15,13.154,13.276,13.402,12.933,522011.57,601318
456,2009-01-16,13.379,13.294,13.947,13.064,491821.52,601318
457,2009-01-19,13.51,13.668,14.01,13.505,453985.9,601318
458,2009-01-20,13.514,13.623,13.776,13.199,285719.56,601318
459,2009-01-21,13.289,13.19,13.69,13.064,546236.51,601318
460,2009-01-22,13.361,13.213,13.551,13.032,260582.61,601318
461,2009-01-23,13.109,13.001,13.303,12.956,237239.48,601318
462,2009-02-02,13.289,13.204,13.42,13.078,154220.87,601318
463,2009-02-03,13.172,13.564,13.672,13.109,327479.84,601318
464,2009-02-04,13.65,13.978,14.055,13.65,318624.73,601318
465,2009-02-05,14.064,14.623,14.979,14.033,646045.63,601318
466,2009-02-06,14.731,15.303,15.497,14.726,452228.6,601318
